address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
508 Wilson St,"Brewer,  ME, Financial, Savings Institutions,  Federally Chartered, Federal Savings Institutions",Brewer,US,us/me/brewer/508wilsonst,44.77673,-68.73217,Peoples Heritage Bank - Banking Centers,2079897599,4412,ME,
8012 N Hale Ave,"Bars & Clubs, Nightlife, Brewery",Peoria,US,us/il/peoria/8012nhaleave,40.78483,-89.6072,Peoria Brewing Company,3098390945,61615,IL,
515 S Main St,"Home, Maine, Brewer, Eating And Drinking Places, Eating places, Mexican restaurant",Brewer,US,us/me/brewer/515smainst,,,Pepino's Mexican Restaurant Inc,2079891111,4412,ME,
513 S Main St,"Latin American Restaurants, Tacos, Restaurant, Restaurants, Mexican,  ME, Restaurants & Bars, Mexican Restaurant, Brewer, Mexican Restaurants",Brewer,US,us/me/brewer/513smainst,44.772038,-68.78059,Pepino's Taco Stand,2079891111,"04412, 04412-2427",ME,http://www.pepinosrestaurant.com
1513 Atlantic Ave,"Breweries & Brew Pubs, Restaurants, Bar & Grill Restaurants",Ocean City,US,us/md/oceancity/1513atlanticave/-1228182807,,,Peppers Tavern,4102898444,21842-4187,MD,http://www.ocpepperstavern.com
5733 Citrus Blvd,"Beverage Manufacturers, Bottlers, Grocers' Wholesale, Beverage Dispensing Equipment Supplies & Repair, Breweries, Flavoring Extracts, Flavoring Extract Manufacturers, Soda Fountain Equipment & Supplies, Wholesale Soda Fountain Equipment, Wholesale Beverage Dispensing Equipment",New Orleans,US,us/la/neworleans/5733citrusblvd,29.964341,-90.200188,Pepsi Beverages Co,5047338746,70123,LA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0aEpj_pqn5OX685zhNTmO2gMNT1XmQsqDW1MH5CPGaZ5ylmI2MUBv5nRWnuEO05WlNh4ilkUhlAI1eRm6MDWd5xPRBAfDye32C_Gvc31QsJTJWx-bbBFS64ift1mzXZuoQt4qbL2CLdmT8uEeCrZmWr1d678GvQkQPI7xhncn1Z15F4VAZfOCJV6iJH8KIOs29LXz47woA8MpK9ookkb9UIBIzH__7K_auOfGSiFlRvTKLY6vZ83YwxMV5C8dwy-vi4qwli2ju1w4CvgGu6iaX3wIYqCmECsSFTjJO7If7Dh84kOkSQ-Tg8OqFnSLigdF8FHxhvBC6pTD02F1lhaIpGDeC8q5uryz6mAoNaqkus&placement=listing_profile&cs_user=unknown&cs_session=80c21c62c1ce87c2b1e9753555429a9041e834d1
29000 Hesperian Blvd,"Beverage Manufacturers, Bottlers, Breweries, Soda Fountain Equipment & Supplies, Wholesale Soda Fountain Equipment, Wholesale Beverage Dispensing Equipment",Hayward,US,us/ca/hayward/29000hesperianblvd,37.611795,-122.084717,Pepsi Bottling Company,5102651448,94545,CA,
100 Independent Ave,"Beverage Manufacturers, Beverages, Bottlers, (1), Nitro Beverages Manufacturers, Nitro, WV, Nitro, Breweries, Vending Machine Manufacturers, Wholesale Vending Machines,  WV, Bottled and Canned Soft Drinks and Carbonated Waters",Nitro,US,us/wv/nitro/100independentave/-367770037,38.440632,-81.838213,Pepsi Bottling Group,3047559741,"25143-2511, 25143",WV,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttX6S0JxBzul9_2gWO6NfqOW2GgVbL1PZpLvHz3l--FE3kPcEIZkDiw6geJJa43jSYgc426dbrUgNyeou5HMcYD-acayZOD_Qhco-NKhffpR3WipVs_qhzdLBhf79xnCLh9g7K1B9miUp9KBOcoh2_BbeO3WlqokcSMCsICHU8hFs-tvqNGPE09kkHtI-rJehtsBBDP6mkmOkWwpoYhkcWdb61SLi9Mcm1tuPHimv0g5_NoG3x_X10OoN_bUVZoRTIKDowwiBPXjI4Tl0Z1i0JeeoedTFxBW3uO78CL_biQER06jmhc14j8aa-eZ3Y9Ts87tRJNwM2ohJDRqKuilphr0cLTRzx4VX1&placement=listing_profile.b&cs_user=unknown&cs_session=546d3ef11d9b5d2cb71dd1b9015b8ff885a3f744
4141 Parklake Ave 600,"Bottlers, Manufacturers, Beverage Manufacturers, Breweries, Other Manufacturers, Wholesalers",Raleigh,US,us/nc/raleigh/4141parklakeave600,35.835733,-78.689189,Pepsi Bottling Ventures Llc,9198652300,27612,NC,
4236 S W Kirklawn Ave,"Home, Food And Kindred Products, Breweries, Cheese curls and puffs, recreation, Topeka, product, groceries & convenience stores, Beverage Manufacturers, food and drink, Kansas, Candy Chocolate & Confectionery, Bottlers, Potato chips and similar snacks, Snack Food",Topeka,US,us/ks/topeka/4236swkirklawnave,38.98775,-95.690808,Pepsi Co Inc,"7852672600, 7852663786",66609,KS,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4heVrYulCj-yqrzqnlyTPKNkxSoYNc-dd474jRj5g8J8fQy0z3-56KRQLhTkdE1JUI6kpS3uwhVlwQADZHXk9obqCkg5dsSu5d8Y2a3iKR4KqCxMv65O0m10aCyWPr-9bHcL6m1nYuHTutikfqwlnQi6DbuwAq2UAq8P73s4N9wdawbhS2CFacaG5gTGDzQu6_8gWp9bZb445giq5sD8wlfq5n8sgrYbt4EkSHqMkhV9YKwWtWR7PjLgm3Zr7eheigR7k7sihad335oryufkwqMOMe9cxQqVjqklTmqBs8NBKVuUnBv9B8NKY42JUZ8xH4ORwHqgZ_v9nduU5OUwziTLV92RBP31j&placement=listing_profile.c&cs_user=unknown&cs_session=cdfdf21c9e4263f37ebc7246d9f72b357dd8b0b2
8191 N Crescent Blvd,"Beverages, Wholesale Foods, Pennsauken Beverages Manufacturers, Pennsauken, NJ, Pennsauken, Breweries, Vending Machine Shopping,  NJ, Wholesale Vending Machines, Bottled and Canned Soft Drinks and Carbonated Waters",Pennsauken,US,us/nj/pennsauken/8191ncrescentblvd,39.977376,-75.033312,Pepsi-cola Co,8566656616,"08110, 08110-1498",NJ,
8125 Michigan Ave,"Bars And Pubs, Craft Breweries",St. Louis,US,us/stlouis/stlouis/8125michiganave/ste114,38.545541,-90.265702,Perennial Artisan Ales,(314)6317300,63111,St. Louis,http://www.timeout.com/st-louis/terms-conditions
124 Union St,"Brewer, ME, Passenger Car Leasing, Local Passenger Transportation, NEC, Brewer Limousine Service, Maine, Brewer, Local And Suburban Transit And Interurban Highway Passenger Transportation, Local passenger transportation,  nec, Limousine rental,  with driver,  ME, Limousine Service, travel, transportation, passenger, limousine, , Home",Brewer,US,us/me/brewer/124unionst,44.7933,-68.762124,Perfection Limousine Service,2079892539,4412,ME,
8876 Beach Rd,"Brewerton, NY, Automotive Services, Automotive Dealers, NEC, Brewerton Trailers-Automobile Utility Sports Etc",Brewerton,US,us/ny/brewerton/8876beachrd,,,Performance Trailer,3154274258,13029-8632,NY,
5910 Comstock Park Dr N W,"Brew Pubs, Brewery",Comstock Park,US,us/mi/comstockpark/5910comstockparkdrnw,43.07142716,-85.68162203,Perrin Brewing Company,6165511957,49321,MI,http://www.perrinbrewing.com
1025 S Perry St,brewery,Spokane,US,us/au-wa/spokane/1025sperryst,,,Perry Street Brewing,,99202,WA,
Po Box 382,"Beverage Manufacturers, Breweries, Wineries",Sthelena,US,us/ca/sthelena/pobox382,38.505244,-122.470388,Pestoni Brothers,7079637319,94574,CA,
1333 N Mcdowell Blvd,Brewery,Petaluma,US,us/ca/petaluma/1333nmcdowellblvd/stea,38.27209893,-122.663877,Petaluma Hills Brewing Company,7077664458,94954,CA,http://www.petalumahills.com
432 N E 31st St,"Boca Raton, Venues, Bar, wholesale, manufacturing, food, brewer",Boca Raton,US,us/fl/bocaraton/432ne31stst,26.378992,-80.080815,Pete Brewing,5613611777,33431,FL,
2 Portola Plz,"Brewery, Sports Bar, and Pub",Monterey,US,us/ca/monterey/2portolaplz/1660123326,36.602366,-121.894646,Peter B's Brewpub,8316492699,93940,CA,peterbsbrewpub.com
4640 Tolt River Rd N E,"Bars, Cocktail Lounges, Beer & Beverages, Brew Pubs, Restaurants, Breweries & Brew Pubs, Bar & Grills, Taverns, Bar & Grill Restaurants",Carnation,US,us/wa/carnation/4640toltriverrdne,47.64858,-121.88065,Pete's Grill Pub,4253334300,"98014, 98014-6211",WA,
12044 E Blue Ridge Blvd,"Bars and Clubs, Breweries and Wineries",Kansas City,US,us/mo/grandview/12044blueridgeext,,,Pete's Place,8169650035,64145,MO,
613 Parade St,"Erie, Venues, Bar, Breweries & Brew Pubs, Bar & Grill Restaurants",Erie,US,us/pa/erie/613paradest,,,Pete's Pub,8144535039,16503,PA,
2026 Farrington St,"Food & Drink, Transportation Companies, Brewery, Breweries, Wineries",Dallas,US,us/tx/dallas/2026farringtonst,32.796649,-96.82902,Peticolas Brewing Co,"2142347600, (214) 234-7600",75207,TX,http://peticolasbrewing.com
1301 Pace St,"Bars & Pubs, Breweries",Dallas,US,us/tx/dallas/1301pacest/-201568327,32.797727,-96.828751,Peticolas Brewing Company Taproom,,75207,TX,
117 Sylvan Ave,"Brewer Equipment Supplies & Services, Beverage Dispensing Equipment Supplies & Repair",Newark,US,us/nj/newark/117sylvanave,40.781361,-74.156906,Petracca Philip,,7104,NJ,
419 Amwell Rd,"Liquor Store, Brewery, Sports Bar",Hillsborough,US,us/nj/hillsborough/419amwellrd,40.50227553,-74.64614172,Petrock's Bar and Grill,9083592344,8844,NJ,http://petrocksgrille.com
707 Portway Ave,Brewers,Hoodriver,US,us/or/hoodriver/707portwayave,45.714895,-121.520532,Pfriem Family Brewers,5413210490,97031,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJsytrETIm4lpVymsfm6PIw5ANoFzlQ56CvVb62wYQ3mCcwRMcpohWQLH1fQPuedbhItRp7QmVizhLl9KluFlrpxfDgXiaio-ThQAitc5XDW1n47U30Dr1nZvF5VLV5QF0IqkhWX2BrKNlzPaFRd6BM_7PijnbKhUIwHP254ZTywWu8Co9dKAZtSB0kZ1RinlRE3LqBqBs2FbG19VRZcL9eqFcEV174EF4GHHLJ4Kj32FNodoAgaepF2VBqPDL4c7cKzPWaR7oQB8CskeyJOSqpQ3FG2hwXL8HqqXJJPT_5eWcTRvhIjulKnawIAkjCBX-PBjs0uU6koFzMT_qkiViU3743RU7OF9JnRlTRyyqhPE&placement=listing_profile&cs_user=unknown&cs_session=09280acca43d99a952e03f07cfaa706ae8c81b5f
8516 Auburn Blvd,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Citrus Heights Restaurants, Mexican, Food & Entertainment, Restaurants, recreation, food and drink",Citrus Heights,US,us/ca/citrusheights/8516auburnblvd,38.720547,-121.290294,Phat Chad,,95610-0362,CA,http://phatchads.homestead.com
117 Main St S W,"Cocktail Lounges, Bars & Clubs, Restaurants, Breweries & Brew Pubs, Pubs, Bars & Pubs, Restaurants & Bars, Cocktail Lounge Restaurants,  MT, Ronan Pubs, Bars / Taverns, Ronan, Bar & Grill Restaurants",Ronan,US,us/mt/ronan/117mainstsw,47.528732,-114.09961,Pheasant Lounge,4066769431,"59864, 59864-2704",MT,
103 S 1st St,"Cocktail Lounges,  IA, Barbecue, Breweries & Brew Pubs, Restaurants, Restaurants & Bars, Cocktail Lounge Restaurants, recreation, Taverns, Bars, food and drink, Bar & Grills, Bar & Grill Restaurants, Winterset",Winterset,US,us/ia/winterset/103s1stst,41.334473,-94.01338,Pheasant Run,5154624444,"50273, 50273-1902",IA,https://www.facebook.com/PheasantRunPub
2440 Frankford Ave,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, Breweries",Philadelphia,US,us/pa/philadelphia/2440frankfordave/432326416,39.98229,-75.127003,Philadelphia Brewer Co,,19125,PA,
6331 Woodville Hwy,"Tallahassee, FL, Machinery & Equipment, Food Products Machinery, Tallahassee Brewers' and Maltsters' Machinery, Tallahassee,  FL",Tallahassee,US,us/fl/tallahassee/6331woodvillehwylota,,,Philip Hunt,8504216902,32305-1015,FL,
101 W Broadway,"Food & Drink, Breweries",Philipsburg,US,us/mt/philipsburg/101wbroadway,46.332382,-113.29446,Philipsburg Brewing Company,4068592739,59858,MT,
1211 Arch Saint Between N12th Saint & Arch St,"Food & Drink, Tours, Brewery Tours, Tour",Philadelphia,US,us/pa/philadelphia/1211archsaintbetweenn12thsaintarchst,39.953876,-75.15896,Philly Brew Tours,12158662337,19107,PA,
2152 E Dauphin St,Breweries,Philadelphia,US,us/pa/philadelphia/2152edauphinst/1091528598,39.980191,-75.128411,Philly Home Brew Outlet,,19125,PA,
1130 Elm Dr,"CA"">Brewery",Novato,US,us/ca/novato/1130elmdr,38.1067489,-122.573605,Philopotes Society Headquarters,4158926850,94945,CA,
3002 E Washington St,"Nightclub Information Services, Hot Dog Restaurants, Burger Restaurants, Brewery and Bar, Brewery, Breweries, Bar",Phoenix,US,us/az/phoenix/3002ewashingtonst,33.448417,-112.017042,Phoenix Ale Brewery,6022755049,85034,AZ,http://www.phoenixbrew.com
1501 S 70th St,"breweries & brew pubs, bar & grill restaurants, Breweries & Brew Pubs, Bar & Grill Restaurants, recreation, food and drink",Milwaukee,US,us/wi/milwaukee/1501s70thst,43.01423,-88.000194,Phylo's,4144533383,53214-4821,WI,
1 2 Beaver Hall,"Barbecue, Breweries & Brew Pubs, Restaurants, Bar & Grill Restaurants",University Park,US,us/pa/universitypark/12beaverhall,,,Phyrst Bar,8142381406,16802-2202,PA,http://caladdition.showcasenow.net
886 S Milledge Ave,"College Cafeteria, Sorority House, Brewery",Athens,US,us/ga/athens/886smilledgeave,33.94353796,-83.38820457,Pi Beta Phi,,30605,GA,
1314 Union Ave N E,"Breweries & Brew Pubs, Bar & Grill Restaurants",Renton,US,us/wa/renton/1314unionavene/#6,,,Pickled Onion,,98059-3959,WA,http://www.pickledonionpub.com
202 Austin St,"cocktail lounge restaurants, Bars & Clubs, Restaurants, Pubs, Bars & Pubs, breweries & brew pubs, Restaurants & Bars, recreation, Taverns, bar & grill restaurants, cocktail lounges, Bars / Taverns, food and drink, Pickrell, NE",Pickrell,US,us/ne/pickrell/202austinst,40.378493,-96.727029,Pickrell Tavern,"402-673-9902, 4026739902","68422, 68422-3000",NE,
1927 W North Ave,"Brew Pubs, Restaurants, Brewery, Bars Pubs, Pizza Place",Chicago,US,us/il/chicago/1927wnorthave,41.910425,-87.676126,"Piece, Piece Brewery & Pizzeria",7737724422,60622,IL,http://piecechicago.com
300 River Pl Dr,"Brewers, Wineries",Detroit,US,us/mi/detroit/300riverpldr/-2442042,42.338139,-83.014017,Piels Brothers,3134462000,48207,MI,
25 Leavenworth St,Pizza Place and Brewery,Waterbury,US,us/ct/waterbury/25leavenworthst/349966158,,,Pie's & Pints Brew Pub,,6702,CT,piesandpints.biz
1107 Grecade St,"Bars, Bars & Clubs, Brew Pubs, Food & Drink, Nightlife, Banquet Halls & Reception Facilities, Brewery, Breweries, Beer & Ale",Greensboro,US,us/nc/greensboro/1107grecadest,36.08391031,-79.80415106,Pig Pounder Brewery,"13365531290, 3365531290",27408,NC,pigpounder.com
850 E 5th St,Brewery,Reno,US,us/nv/reno/850e5thst,,,Pigeon Head Brewery,,,NV,
500 W Western Ave 100,Brewers,Muskegon,US,us/mi/muskegon/500wwesternave100,43.233765,-86.255854,Pigeon Hill Brewing Co,2313755184,49440,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ9XnxF3hTXPlujELWDsrcaktXlGkvlOEOwBKLYKmnLSaCtV7Xv2QayKQM8eIDfsWmMA2V6aCAj8kPnhVBDrclPvM0Ub2pZeztSavROg8C_pqb_ZGUNeimA1mDntUTOQcsJlTuf7Pc7k4uHAAVeRjYOxyVwpi3y-kpEtkjDXbQwrAvEVXsFOGRK_mhVPZNe2ef3I_S6AgbQA0ZH0Snmvo3Fr8XjkMhZhu-sITtwXkxetj4bEnKxBexgskxor-JgQCMWKEB9fwZkxw30W_W4Q7MUtHZhp_nt48gCHCGbXFDquBN-TuVPdLwrLuEqoa-NjnYvYaHhKGLD6dRA_n1jtbZOp4yWs9fBXP0lpA6xUpWcB7MYczJxER3hQ&placement=listing_profile&cs_user=unknown&cs_session=f9a74ee00900ead39dfddb1f64c65576780829d0
500 W Western Ave,Brewery,Muskegon,US,us/mi/muskegon/500wwesternave/ste1,43.233765,-86.25585,Pigeon Hill Brewing Company,2313755184,49440,MI,http://pigeonhillbrew.com
1415 1st Ave,"Brewery, Pub, and Food",Seattle,US,us/wa/seattle/14151stave/-1451986768,47.60824657,-122.3399425,Pike Brewing Company,2066226044,98101,WA,pikebrewing.com
1156 Highview Dr,Brewery,New Brighton,US,us/mn/newbrighton/1156highviewdr,,,Pike Lake Tap Room,,55112,MN,
0309 S W Montgomery St,Brewery,Portland,US,us/or/portland/0309swmontgomeryst/-84509770,,,Pilsner Room,5032201865,97201,OR,
37645 New York State Route 25,"Vineyards, Brewers, Wineries",Peconic,US,us/ny/peconic/37645newyorkstateroute25,41.039576,-72.463567,Pindar Vineyards,6317346200,11958,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJH082dWwoivcHIoDMrML7YrlDoEwjWGh57AwhsD_Myi3TpmwDpQvhGNIX5-CG8W-IpAN8zuwjP4d6MBZ282VnH1j8BjFqCIwuSVMEqqxocN8NMtsy8jLGlnvdVYAIvLj7UNl2z5PlmjGEJ_MBdOIKAHIbKp7CGcLEGOlVBLkK_rInCiweH-MEj4N8GC4ydHmiJgAYuZtsECNEG9CEoRIWh-foHTbSnGEu02lXOEu9HgLNKvOGLJ55RIBooHKJdunG3ePCzpmQGlhdmUSR8aX_sWK7_zVHM6NwqT9aQPeQ7kwIuk9TNm-Zh0H0zI2Xikphf3x68z1QIElRJ7ldvQ9KIkPCgPZGj4CG&placement=listing_profile&cs_user=unknown&cs_session=3d9be2812ba73d9a63b1134558e6634e2f90b452
352 W Bedford Ave,Brewery,Fresno,US,us/ca/fresno/352wbedfordave/-2053917185,,,Pine & Palm Brewing Company,,93711,CA,
3030 Pine Ave,"Brewery, Beer & Wine Stores, Liquor & Beer Manufacturers, recreation, food and drink, liquor & beverages, beer, ale",Erie,US,us/pa/erie/3030pineave,42.1114725,-80.060608,Pine Ave Beer,8144532094,16504,PA,
9757 Bailey Hill Rd,"Bars, Bars / Taverns, Restaurant, Pubs, Barbecue, Restaurants, Breweries & Brew Pubs, Restaurants & Bars, Sherman,  NY, Taverns, Bar & Grill Restaurants",Sherman,US,us/ny/sherman/9757baileyhillrd,42.11903,-79.693375,Pine Junction,7167697854,"14781, 14781-9510",NY,http://pinejunctiontavern.com
5901 Silverado Trl,"Vineyards, Air Fresheners, Deordorant, Vineyard and Winery, Brewers, Transportation Companies, Soap, Wineries, Wine & Distilled Beverages Retail, Glue",Napa,US,us/ca/napa/5901silveradotrl,38.40434,-122.329192,Pine Ridge Winery Llc,7072537500,94558,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJf9hNLYA_cY-EMEdjtUU4EkppfFsAbFrWRT_1QaGwP69MQykNuid8q1ZX2j_FP79EKUl-Ae4Xtb9OYVphATb20DVqLvGSn_bJxgZCEYBvKgIFaDE6yisS5MjS9dg5EzPnRaob4u02p3TN5h7o6pOhnWOShd9P6fUSZuP0Ili75fVxbm214wExwctAq2gCXExQ0hH7aHWICrhtQb0c_J5k-yE6G2aw9B9VguPJQj2KD6RnDJ4J0xaWRr71WYFMXfpVHwEaO3h3QGSgT0gJvLisLihgpHz17_Tsi4kIfjlB23Jn_NjkcqxToUvtF08_Zs19rsiV33wTA4RrKUNtz7DSnTHs8o_dfm7n4iDFmuSHSfc&placement=listing_profile&cs_user=unknown&cs_session=13e22ad44ac5ba59c5876a1b947403f829acae79
460 Pine St N E,"Bars & Pubs, Restaurants, Breweries",Salem,US,us/or/salem/460pinestne/-417472116,44.962154,-123.029122,Pine St Pub,,97301,OR,
1962 1st Ave S,Brewery,Saint Petersburg,US,us/fl/saintpetersburg/19621staves,,,Pinellas Ale Works,,33712,FL,pawbeer.com
314 Main St," NE, Cocktail Lounges, Bars & Clubs, Bayard, Bars & Pubs, Pubs, Restaurants, Breweries & Brew Pubs, Restaurants & Bars, recreation, Cocktail Lounge Restaurants, Taverns, Bars / Taverns, Restaurant, food and drink, Bar & Grill Restaurants",Bayard,US,us/ne/bayard/314mainst,41.753868,-103.324191,Pink Palace-mc Grew Lounge,3087831055,69334,NE,
4236 S Lamar Blvd,"Brewery, Pizza Place",Austin,US,us/tx/austin/4236slamarblvd,30.235996,-97.795822,Pinthouse Pizza,5125025808,78704,TX,http://pinthousepizza.com
221 W 13th Ave,"Restaurant, Pub and Brewery, Pub, Brewery, Pub and Brewery Civic Center",Denver,US,us/co/denver/221w13thave,39.736928,-104.990922,Pints Pub,"(303) 534-7543, 3035347543",80204,CO,http://www.pintspub.com
412 N W 5th Ave,"Brewery, Gastropub, and Coffee Shop Old Town Chinatown, Gastropub, Brewery, Coffee Shop, Brewery, Gastropub, and Coffee Shop",Portland,US,us/or/portland/412nw5thave,,,Pints Urban Tap Room,5035642739,97209,OR,http://www.pintsbrewing.com
1675 N Western Ave,Brewery,Chicago,US,us/il/chicago/1675nwesternave,41.912315,-87.68727,Pipeworks Brewing Company,7736986154,60647,IL,http://www.pipeworksbrewing.net
727 First St,"Restaurants, Bar & Grill Restaurants, Amusement Parks & Places, Barbecue, Breweries & Brew Pubs, Take Out Restaurants, Menominee,  MI, Restaurants & Bars, Bars / Taverns, Drinking Places, recreation, food and drink",Menominee,US,us/mi/menominee/727firstst,45.105631,-87.603824,Pirate's Cove Pub & Grill,9068633005,49858-3230,MI,
150 E,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Black Mountain,US,us/nc/blackmountain/150e/sidedrive,35.60821,-82.36017,Pisgah Brewery,,,NC,
361 Pomeroy Ave,"Restaurant, Brewery and Bar, Brewery, Bar",Pismo Beach,US,us/ca/pismobeach/361pomeroyave,35.14149,-120.640594,Pismo Brewing Company,8052956200,93449,CA,pismobrew.com
8111 Fort Smallwood Rd,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants, Baltimore,  MD, Restaurants & Bars, Bars / Taverns, Baltimore Night Clubs",Curtis Bay,US,us/md/curtisbay/8111fortsmallwoodrd/#202,,,Pit Stop Pub The,4104399478,21226-1975,MD,http://www.thepitstoppub.net
411 Broad St,"Bars,  IA, Bars / Taverns, Restaurants, Breweries & Brew Pubs, Whittemore, Whittemore Bars, Restaurants & Bars, Taverns, Bar & Grill Restaurants",Whittemore,US,us/ia/whittemore/411broadst,43.063454,-94.42231,Pitchers,5158842218,"50598-8512, 50598",IA,
709 Rodeo Dr,"Bars, Banquet Halls & Reception Facilities, Brewery",Hudson,US,us/wi/hudson/709rodeodr,44.9661,-92.683945,Pitchfork Brewing,7152453675,54016,WI,http://www.pitchforkbrewing.com
2922 W Irving Park Rd,"Restaurant, Bar, Brewery, and Restaurant, Brewery, Bar, Bar, Brewery, and Restaurant Albany Park",Chicago,US,us/il/chicago/2922wirvingparkrd,41.9540288,-87.70183447,Pitchfork Food & Saloon,"7738662010, (773) 866-2010",60618,IL,http://pitchforkchicago.com
214 Meridian Hts,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Portland,US,us/in/portland/214meridianhts/743889558,,,Pit's Cocktail Lounge,2607268208,47371-2812,IN,
1640 S Meridian St,"barbecue, breweries & brew pubs, restaurants, bar & grill restaurants, Indianapolis, Venues, Bar",Indianapolis,US,us/in/indianapolis/1640smeridianst,,,Pitts Stop Bar & Grill,3176364243,46225-1727,IN,
557 Wilson St,"Restaurants, Pizza, Fast Food, Brewer,  ME, Restaurants & Bars, Pizzeria,  Chain",Brewer,US,us/me/brewer/557wilsonst,44.779675,-68.74096,Pizza,2079897788,4412,ME,http://www.pizzahut.com
755 N Laurel Ave,"Grocers-Ethnic Foods, Health & Diet Food Products, Restaurants, Brewers, Health Food Stores, Wineries, Pizza, Ethnic Food Markets",Los Angeles,US,us/ca/losangeles/755nlaurelave,34.084805,-118.36484,Pizza A La Griglia,"9292244221, 2036753379",90046,CA,http://cookdiary.net/pizza-on-the-grill
